	userid	topic_num	query	docno	url	query_index	click_index	usefulness_annotation
1364	21	8	谷歌眼镜	1486	http://www.tuicool.com/articles/jUZBfmJ	0	2	1
1365	21	8	谷歌眼镜	1484	http://www.0315ts.net/ping.aspx?abc=news&id=18332	0	3	3
1366	21	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	4	3
1367	21	8	谷歌眼镜	1489	http://www.qudong.com/Glass/	0	5	1
1368	21	8	谷歌眼镜	1495	http://digi.tech.qq.com/a/20131206/002251.htm	0	6	2
1369	21	8	谷歌眼镜	1498	http://www.bianews.com/news/33/n-418333.html	0	7	3
1370	12	8	谷歌眼镜	1483	http://www.google.com/glass/start/what-it-does/	0	0	1
1371	12	8	谷歌眼镜	1484	http://www.0315ts.net/ping.aspx?abc=news&id=18332	0	1	2
1372	12	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	2	2
1373	12	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	3	4
1374	12	8	谷歌眼镜	1486	http://www.tuicool.com/articles/jUZBfmJ	0	4	2
1375	12	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	5	3
1376	12	8	谷歌眼镜 使用方法	4963	http://android.tgbus.com/glass/wenda/201305/469837.shtml	1	0	4
1377	12	8	谷歌眼镜 使用方法	4966	http://android.tgbus.com/glass/wenda/201305/469834.shtml	1	1	2
1378	12	8	谷歌眼镜 使用方法	4970	http://xue.youdao.com/zx/archives/106858	1	2	3
1379	12	8	谷歌眼镜 价格	11012	http://www.webshop100.com/	2	0	1
1380	12	8	谷歌眼镜 价格	11013	http://product.pconline.com.cn/smarteyeglass/google/	2	1	1
1381	12	8	谷歌眼镜 价格	11013	http://product.pconline.com.cn/smarteyeglass/google/	2	2	1
1382	9	8	谷歌眼镜	1483	http://www.google.com/glass/start/what-it-does/	0	0	2
1383	9	8	谷歌眼镜	1484	http://www.0315ts.net/ping.aspx?abc=news&id=18332	0	1	1
1384	9	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	2	3
1385	9	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	3	3
1386	9	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	4	2
1387	9	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	5	3
1388	17	8	谷歌眼镜	1483	http://www.google.com/glass/start/what-it-does/	0	0	2
1389	17	8	谷歌眼镜	1484	http://www.0315ts.net/ping.aspx?abc=news&id=18332	0	1	3
1390	17	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	2	3
1391	17	8	谷歌眼镜	1486	http://www.tuicool.com/articles/jUZBfmJ	0	3	3
1392	17	8	谷歌眼镜	1489	http://www.qudong.com/Glass/	0	4	3
1393	17	8	谷歌眼镜	1495	http://digi.tech.qq.com/a/20131206/002251.htm	0	5	4
1394	17	8	谷歌眼镜	1497	http://tech.163.com/14/0415/12/9PSDL5AS000915BF.html	0	6	2
1395	15	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	0	2
1396	15	8	谷歌眼镜	1494	http://www.webshop100.com/	0	1	2
1397	15	8	谷歌眼镜 功能	4914	http://www.narkii.com/special/googleglass/	1	0	4
1398	15	8	谷歌眼镜 功能	4914	http://www.narkii.com/special/googleglass/	1	1	2
1399	15	8	谷歌眼镜 功能	4914	http://www.narkii.com/special/googleglass/	1	2	1
1400	15	8	谷歌眼镜 功能	4919	http://www.qlwb.com.cn/2014/1018/228505.shtml	1	3	3
1401	15	8	谷歌眼镜 如何使用	25377	http://android.tgbus.com/glass/wenda/201305/469837.shtml	2	0	4
1402	15	8	谷歌眼镜 如何使用	25378	http://android.tgbus.com/glass/wenda/201305/469834.shtml	2	1	4
1403	25	8	谷歌眼镜	1483	http://www.google.com/glass/start/what-it-does/	0	0	1
1404	25	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	1	1
1405	25	8	谷歌眼镜	1489	http://www.qudong.com/Glass/	0	2	1
1406	25	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	3	3
1407	25	8	谷歌眼镜功能	10982	http://tech.163.com/13/0422/11/8T2FBUL0000915BD.html	1	0	3
1408	25	8	谷歌眼镜功能 使用方式	24221	http://www.ptbus.com/view/214087/	2	0	1
1409	25	8	谷歌眼镜功能 使用方式	24222	http://tech.163.com/13/0422/11/8T2FBUL0000915BD.html	2	1	1
1410	6	8	谷歌眼镜	1483	http://www.google.com/glass/start/what-it-does/	0	0	2
1411	6	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	1	4
1412	6	8	谷歌眼镜功能	10979	http://tech.163.com/13/1112/16/9DGB3DKD000915BF.html	1	0	3
1413	6	8	谷歌眼镜 售价	1528	http://www.webshop100.com/	2	0	1
1414	6	8	谷歌眼镜 售价	1529	http://product.pconline.com.cn/smarteyeglass/google/	2	1	2
1415	6	8	谷歌眼镜 售价	1546	http://item.jd.com/1202529110.html	2	2	2
1416	10	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	0	2
1417	10	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	1	4
1418	10	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	2	2
1419	10	8	谷歌眼镜使用方式	9137	http://android.tgbus.com/glass/wenda/201305/469837.shtml	1	0	3
1420	10	8	谷歌眼镜售价	9154	http://www.webshop100.com/	2	0	1
1421	10	8	谷歌眼镜售价	9156	http://www.bestb2b.com/business_35846807.htm	2	1	2
1422	14	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	0	2
1423	14	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	1	3
1424	14	8	谷歌眼镜 使用方式	8566	http://www.iotworld.com.cn/html/News/201305/46cf673095b9d269.shtml	1	0	3
1425	18	8	谷歌眼镜	1483	http://www.google.com/glass/start/what-it-does/	0	0	1
1426	18	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	1	1
1427	18	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	2	1
1428	18	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	3	4
1429	18	8	谷歌眼镜 使用港式	12383	http://www.fortunechina.com/business/c/2014-10/11/content_223535.htm	1	0	1
1430	18	8	谷歌眼镜 使用方式	8562	http://www.tmtpost.com/87421.html	2	0	4
1431	18	8	谷歌眼镜 使用方式	8564	http://tech.163.com/13/0422/11/8T2FBUL0000915BD.html	2	1	2
1432	2	8	谷歌眼镜	1483	http://www.google.com/glass/start/what-it-does/	0	0	2
1433	2	8	谷歌眼镜	1489	http://www.qudong.com/Glass/	0	1	2
1434	2	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	2	3
1435	2	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	3	3
1436	24	8	谷歌眼镜	1489	http://www.qudong.com/Glass/	0	0	2
1437	24	8	谷歌眼镜	1483	http://www.google.com/glass/start/what-it-does/	0	1	2
1438	24	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	2	3
1439	24	8	谷歌眼镜	1494	http://www.webshop100.com/	0	3	1
1440	24	8	谷歌眼镜	1502	http://tech.sina.com.cn/digi/digi_dc/document/2012-06-28/52501.html	0	4	2
1441	24	8	谷歌眼镜	1500	http://tech.163.com/13/0422/11/8T2FBUL0000915BD.html	0	5	3
1442	24	8	谷歌眼镜功能	10981	http://www.webshop100.com/	1	0	2
1443	24	8	谷歌眼镜 价格	11014	http://www.narkii.com/special/googleglass/	2	0	2
1444	24	8	谷歌眼镜 价格	11012	http://www.webshop100.com/	2	1	2
1445	24	8	谷歌眼镜 价格	11015	http://www.33lc.com/article/6432.html	2	2	2
1446	24	8	谷歌眼镜 价格	11017	http://www.chinaz.com/tags/gugeyanjingjiage.shtml	2	3	3
1447	24	8	谷歌眼镜 使用方式	8566	http://www.iotworld.com.cn/html/News/201305/46cf673095b9d269.shtml	4	0	3
1448	24	8	谷歌眼镜 使用方式	8572	http://www.wang1314.com/urlinfo/3139500.html	4	1	1
1449	11	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	0	2
1450	11	8	谷歌眼镜功能	10977	http://news.ccidnet.com/art/1032/20140919/5612243_1.html	1	0	4
1451	11	8	谷歌眼镜使用方法	20315	http://android.tgbus.com/glass/wenda/201305/469837.shtml	2	0	3
1452	11	8	谷歌眼镜功能	10981	http://www.webshop100.com/	3	0	1
1453	11	8	谷歌眼镜价格	2584	http://price.ea3w.com/Smart_glasses_index/subcate762_1922_list_1.html	4	0	1
1454	11	8	谷歌眼镜价格	2585	http://product.pconline.com.cn/smarteyeglass/google/	4	1	1
1455	20	8	谷歌眼镜	1483	http://www.google.com/glass/start/what-it-does/	0	0	1
1456	20	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	1	2
1457	20	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	2	4
1458	1	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	0	2
1459	1	8	谷歌眼镜	1483	http://www.google.com/glass/start/what-it-does/	0	1	2
1460	1	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	2	4
1461	4	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	0	1
1462	4	8	谷歌眼镜 功能	4919	http://www.qlwb.com.cn/2014/1018/228505.shtml	1	0	1
1463	4	8	谷歌眼镜 功能	4923	http://android.tgbus.com/glass/wenda/201304/469068.shtml	1	1	2
1464	4	8	谷歌眼镜 使用方式	8566	http://www.iotworld.com.cn/html/News/201305/46cf673095b9d269.shtml	2	0	4
1465	16	8	谷歌眼镜	1489	http://www.qudong.com/Glass/	0	0	2
1466	16	8	谷歌眼镜 维基百科	22922	http://zh.wikipedia.org/wiki/Google_Glass	2	0	2
1467	16	8	谷歌眼镜 维基百科	22922	http://zh.wikipedia.org/wiki/Google_Glass	2	1	4
1468	16	8	google眼镜 使用方式	22978	http://android.tgbus.com/glass/wenda/201305/469837.shtml	5	0	3
1469	16	8	google眼镜 使用方式	22984	http://tieba.baidu.com/p/2894252676	5	1	3
1470	16	8	google眼镜 使用方式	22985	http://pinglun.sohu.com/s394311959.html	5	2	2
1471	16	8	google眼镜 价格	23002	http://www.33lc.com/article/6432.html	6	0	4
1472	7	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	0	4
1473	7	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	1	4
1474	7	8	谷歌眼镜	1486	http://www.tuicool.com/articles/jUZBfmJ	0	2	3
1475	7	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	3	2
1476	19	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	0	2
1477	19	8	谷歌眼镜 价格	11017	http://www.chinaz.com/tags/gugeyanjingjiage.shtml	1	0	1
1478	19	8	谷歌眼镜 价格	11018	http://tech.163.com/13/0223/14/8ODGP9TC000915BD.html	1	1	2
1479	19	8	谷歌眼镜 功能能	14834	http://pj.91.com/wearable/glass/140421/21679075.html	2	0	3
1480	19	8	谷歌眼镜 使用方式	8564	http://tech.163.com/13/0422/11/8T2FBUL0000915BD.html	3	0	2
1481	19	8	谷歌眼镜 使用方式	8577	http://news.yjrb.com.cn/news/ms/cs/505407.shtml	3	1	2
1482	19	8	谷歌眼镜	1484	http://www.0315ts.net/ping.aspx?abc=news&id=18332	4	0	2
1483	19	8	谷歌眼镜	1492	http://www.w010w.com.cn/htm/BK/2014/1208/274267.html	4	1	2
1484	8	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	0	1
1485	8	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	1	2
1486	8	8	谷歌眼镜使用方式	9137	http://android.tgbus.com/glass/wenda/201305/469837.shtml	1	0	2
1487	3	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	0	2
1488	3	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	1	2
1489	3	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	2	1
1490	3	8	谷歌眼镜价格	2584	http://price.ea3w.com/Smart_glasses_index/subcate762_1922_list_1.html	1	0	2
1491	3	8	谷歌眼镜价格	2586	http://android.tgbus.com/glass/wenda/201304/469059.shtml	1	1	2
1492	23	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	0	4
1493	23	8	谷歌眼镜	1489	http://www.qudong.com/Glass/	0	1	2
1494	23	8	谷歌眼镜	1484	http://www.0315ts.net/ping.aspx?abc=news&id=18332	0	2	3
1495	23	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	3	2
1496	23	8	谷歌眼镜	1483	http://www.google.com/glass/start/what-it-does/	0	4	3
1497	23	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	5	2
1498	13	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	0	4
1499	5	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	0	2
1500	5	8	谷歌眼镜功能	10975	http://www.daguangnews.com/news/?55234.html	2	0	2
1501	5	8	谷歌眼镜功能	10979	http://tech.163.com/13/1112/16/9DGB3DKD000915BF.html	2	1	4
1502	5	8	谷歌眼镜功能	10980	http://www.611g.com/t/show/121603	2	2	1
1503	5	8	谷歌眼镜功能	10982	http://tech.163.com/13/0422/11/8T2FBUL0000915BD.html	2	3	4
1504	22	8	谷歌眼镜	1488	http://www.narkii.com/special/googleglass/	0	0	3
1505	22	8	谷歌眼镜	1487	http://product.pconline.com.cn/smarteyeglass/google/	0	1	3
1506	22	8	谷歌眼镜	1485	http://news.zol.com.cn/tech/googleglass/	0	2	2
1507	22	8	谷歌眼镜	1494	http://www.webshop100.com/	0	3	2
1508	22	8	谷歌眼镜	1502	http://tech.sina.com.cn/digi/digi_dc/document/2012-06-28/52501.html	0	4	2
1509	22	8	谷歌眼镜 功能	4913	http://www.webshop100.com/	1	0	2
1510	22	8	谷歌眼镜 功能	4915	http://www.33lc.com/article/6432.html	1	1	4
1511	22	8	谷歌眼镜 使用说明	11662	http://www.kidsv.com/show/xx1F2KLKGMWdAiGA.html	2	0	2
